"","X1","Protein_Id","Gene_Symbol","Uniprot_Acc"
"10922",10922,"tr.Q5T5C7.Q5T5C7_HUMAN","SARS","Q5T5C7"
"10923",10923,"sp.O75920.2.SERF1_HUMAN","SERF1A","O75920-2"
"10924",10924,"sp.Q15428.SF3A2_HUMAN","SF3A2","Q15428"
"10925",10925,"sp.O94827.2.PKHG5_HUMAN","PLEKHG5","O94827-2"
"10926",10926,"sp.P43234.CATO_HUMAN","CTSO","P43234"
"10927",10927,"sp.P17568.NDUB7_HUMAN","NDUFB7","P17568"
"10928",10928,"sp.Q9BU23.LMF2_HUMAN","LMF2","Q9BU23"
"10929",10929,"sp.Q8IX21.2.F178A_HUMAN","FAM178A","Q8IX21-2"
"10930",10930,"sp.Q9HCL0.PCD18_HUMAN","PCDH18","Q9HCL0"
"10931",10931,"sp.Q96BF3.2.TMIG2_HUMAN","TMIGD2","Q96BF3-2"
"10932",10932,"sp.Q8N755.PQLC3_HUMAN","PQLC3","Q8N755"
"10933",10933,"sp.Q8IUX1.T126B_HUMAN","TMEM126B","Q8IUX1"
"10934",10934,"sp.P62277.RS13_HUMAN","RPS13","P62277"
"10935",10935,"sp.Q07837.SLC31_HUMAN","SLC3A1","Q07837"
"10936",10936,"sp.Q92484.ASM3A_HUMAN","SMPDL3A","Q92484"
"10937",10937,"sp.Q8WWB7.NCUG1_HUMAN","C1orf85","Q8WWB7"
"10938",10938,"sp.Q9BVX2.T106C_HUMAN","TMEM106C","Q9BVX2"
"10939",10939,"sp.Q19T08.ECSCR_HUMAN","ECSCR","Q19T08"
"10940",10940,"sp.P17947.2.SPI1_HUMAN","SPI1","P17947-2"
"10941",10941,"sp.Q99675.CGRF1_HUMAN","CGRRF1","Q99675"
"10942",10942,"sp.Q9P0S2.COX16_HUMAN","COX16","Q9P0S2"
"10943",10943,"sp.Q99963.3.SH3G3_HUMAN","SH3GL3","Q99963-3"
"10944",10944,"sp.Q9C037.TRIM4_HUMAN","TRIM4","Q9C037"
"10945",10945,"sp.Q8N5K1.CISD2_HUMAN","CISD2","Q8N5K1"
"10946",10946,"sp.P16050.LOX15_HUMAN","ALOX15","P16050"
"10947",10947,"sp.Q5HYC2.2.K2026_HUMAN","KIAA2026","Q5HYC2-2"
"10948",10948,"sp.Q96DU3.SLAF6_HUMAN","SLAMF6","Q96DU3"
"10949",10949,"sp.Q99584.S10AD_HUMAN","S100A13","Q99584"
"10950",10950,"sp.Q9BVC5.ASHWN_HUMAN","C2orf49","Q9BVC5"
"10951",10951,"sp.P50443.S26A2_HUMAN","SLC26A2","P50443"
"10952",10952,"sp.Q9NXS2.QPCTL_HUMAN","QPCTL","Q9NXS2"
"10953",10953,"sp.Q96JE7.SC16B_HUMAN","SEC16B","Q96JE7"
"10954",10954,"sp.Q9NWY4.CD027_HUMAN","C4orf27","Q9NWY4"
"10955",10955,"sp.Q9NVA1.UQCC1_HUMAN","UQCC1","Q9NVA1"
"10956",10956,"sp.O95407.TNF6B_HUMAN","TNFRSF6B","O95407"
"10957",10957,"sp.P20138.CD33_HUMAN","CD33","P20138"
"10958",10958,"sp.Q6ZUS6.4.CC149_HUMAN","CCDC149","Q6ZUS6-4"
"10959",10959,"sp.Q5H9L2.TCAL5_HUMAN","TCEAL5","Q5H9L2"
"10960",10960,"sp.Q969E4.TCAL3_HUMAN","TCEAL3","Q969E4"
"10961",10961,"sp.Q9NRD9.DUOX1_HUMAN","DUOX1","Q9NRD9"
"10962",10962,"sp.Q92478.CLC2B_HUMAN","CLEC2B","Q92478"
"10963",10963,"sp.P83369.LSM11_HUMAN","LSM11","P83369"
"10964",10964,"sp.P46109.CRKL_HUMAN","CRKL","P46109"
"10965",10965,"sp.Q9HBE5.IL21R_HUMAN","IL21R","Q9HBE5"
"10966",10966,"sp.A6NE01.F186A_HUMAN","FAM186A","A6NE01"
"10967",10967,"sp.Q99575.POP1_HUMAN","POP1","Q99575"
"10968",10968,"sp.Q9ULX3.NOB1_HUMAN","NOB1","Q9ULX3"
"10969",10969,"sp.Q8N5X7.IF4E3_HUMAN","EIF4E3","Q8N5X7"
"10970",10970,"sp.P01834.IGKC_HUMAN","IGKC","P01834"
"10971",10971,"sp.Q5GH72.XKR7_HUMAN","XKR7","Q5GH72"
"10972",10972,"sp.P19438.TNR1A_HUMAN","TNFRSF1A","P19438"
"10973",10973,"sp.Q9H4Z3.PCIF1_HUMAN","PCIF1","Q9H4Z3"
"10974",10974,"sp.Q9NS62.THSD1_HUMAN","THSD1","Q9NS62"
"10975",10975,"sp.Q7Z7H8.2.RM10_HUMAN","MRPL10","Q7Z7H8-2"
"10976",10976,"sp.Q9NUM4.T106B_HUMAN","TMEM106B","Q9NUM4"
"10977",10977,"sp.Q9Y6A1.POMT1_HUMAN","POMT1","Q9Y6A1"
"10978",10978,"sp.Q92546.RGP1_HUMAN","RGP1","Q92546"
"10979",10979,"sp.Q9NVX0.HAUS2_HUMAN","HAUS2","Q9NVX0"
"10980",10980,"sp.Q711Q0.CJ071_HUMAN","C10orf71","Q711Q0"
"10981",10981,"sp.Q8IYU2.HACE1_HUMAN","HACE1","Q8IYU2"
"10982",10982,"sp.Q9UBV8.PEF1_HUMAN","PEF1","Q9UBV8"
"10983",10983,"sp.Q9Y222.DMTF1_HUMAN","DMTF1","Q9Y222"
"10984",10984,"sp.Q96FM1.PGAP3_HUMAN","PGAP3","Q96FM1"
"10985",10985,"sp.P36955.PEDF_HUMAN","SERPINF1","P36955"
"10986",10986,"sp.P04070.PROC_HUMAN","PROC","P04070"
"10987",10987,"sp.Q13610.PWP1_HUMAN","PWP1","Q13610"
"10988",10988,"sp.P33151.CADH5_HUMAN","CDH5","P33151"
"10989",10989,"sp.Q5JS37.NHLC3_HUMAN","NHLRC3","Q5JS37"
"10990",10990,"sp.P60866.2.RS20_HUMAN","RPS20","P60866-2"
"10991",10991,"sp.Q969R8.ITFG2_HUMAN","ITFG2","Q969R8"
"10992",10992,"sp.P20151.KLK2_HUMAN","KLK2","P20151"
"10993",10993,"sp.P07288.KLK3_HUMAN","KLK3","P07288"
"10994",10994,"sp.Q7L5Y6.2.DET1_HUMAN","DET1","Q7L5Y6-2"
"10995",10995,"sp.P20815.CP3A5_HUMAN","CYP3A5","P20815"
"10996",10996,"sp.P24462.CP3A7_HUMAN","CYP3A7","P24462"
"10997",10997,"sp.P08684.CP3A4_HUMAN","CYP3A4","P08684"
"10998",10998,"sp.Q96PH1.NOX5_HUMAN","NOX5","Q96PH1"
"10999",10999,"sp.Q8WVL7.ANR49_HUMAN","ANKRD49","Q8WVL7"
"11000",11000,"sp.Q15040.JOS1_HUMAN","JOSD1","Q15040"
"11001",11001,"sp.Q8IVM8.S22A9_HUMAN","SLC22A9","Q8IVM8"
"11002",11002,"sp.Q92633.LPAR1_HUMAN","LPAR1","Q92633"
"11003",11003,"sp.Q5T7N2.LITD1_HUMAN","L1TD1","Q5T7N2"
"11004",11004,"sp.Q96AN5.TM143_HUMAN","TMEM143","Q96AN5"
"11005",11005,"sp.Q9H765.ASB8_HUMAN","ASB8","Q9H765"
"11006",11006,"sp.Q9BQ49.SMIM7_HUMAN","SMIM7","Q9BQ49"
"11007",11007,"sp.Q9P1Z9.2.CC180_HUMAN","CCDC180","Q9P1Z9-2"
"11008",11008,"sp.Q86YN1.DOPP1_HUMAN","DOLPP1","Q86YN1"
"11009",11009,"sp.Q9ULB1.3.NRX1A_HUMAN","NRXN1","Q9ULB1-3"
"11010",11010,"sp.P57060.RWD2B_HUMAN","RWDD2B","P57060"
"11011",11011,"sp.Q49AR2.CE022_HUMAN","C5orf22","Q49AR2"
"11012",11012,"sp.O43291.SPIT2_HUMAN","SPINT2","O43291"
"11013",11013,"sp.Q9GZP8.IMUP_HUMAN","IMUP","Q9GZP8"
"11014",11014,"sp.Q92600.RCD1_HUMAN","RQCD1","Q92600"
"11015",11015,"sp.Q9UBN6.TR10D_HUMAN","TNFRSF10D","Q9UBN6"
"11016",11016,"sp.O14798.TR10C_HUMAN","TNFRSF10C","O14798"
"11017",11017,"sp.Q96E11.RRFM_HUMAN","MRRF","Q96E11"
"11018",11018,"sp.P11309.PIM1_HUMAN","PIM1","P11309"
"11019",11019,"sp.Q9NQ79.3.CRAC1_HUMAN","CRTAC1","Q9NQ79-3"
"11020",11020,"sp.Q2TAA2.IAH1_HUMAN","IAH1","Q2TAA2"
"11021",11021,"sp.O60762.DPM1_HUMAN","DPM1","O60762"
"11022",11022,"sp.Q7Z304.MAMC2_HUMAN","MAMDC2","Q7Z304"
"11023",11023,"sp.Q9UHI5.LAT2_HUMAN","SLC7A8","Q9UHI5"
"11024",11024,"sp.Q15904.VAS1_HUMAN","ATP6AP1","Q15904"
"11025",11025,"sp.P55735.SEC13_HUMAN","SEC13","P55735"
"11026",11026,"sp.Q04837.SSBP_HUMAN","SSBP1","Q04837"
"11027",11027,"sp.Q8IWL2.2.SFTA1_HUMAN","SFTPA1","Q8IWL2-2"
"11028",11028,"sp.P23297.S10A1_HUMAN","S100A1","P23297"
"11029",11029,"sp.Q96KP4.CNDP2_HUMAN","CNDP2","Q96KP4"
"11030",11030,"tr.C9J2U4.C9J2U4_HUMAN","TAMM41","C9J2U4"
"11031",11031,"sp.Q8TC12.RDH11_HUMAN","RDH11","Q8TC12"
"11032",11032,"sp.Q9UEU0.VTI1B_HUMAN","VTI1B","Q9UEU0"
"11033",11033,"sp.Q9BT43.RPC7L_HUMAN","POLR3GL","Q9BT43"
"11034",11034,"sp.Q96DE9.CX04B_HUMAN","CXorf40B","Q96DE9"
"11035",11035,"sp.P61353.RL27_HUMAN","RPL27","P61353"
"11036",11036,"sp.Q1ZZU3.SWI5_HUMAN","SWI5","Q1ZZU3"
"11037",11037,"sp.Q96MP5.ZSWM3_HUMAN","ZSWIM3","Q96MP5"
"11038",11038,"sp.P25398.RS12_HUMAN","RPS12","P25398"
"11039",11039,"sp.O75529.TAF5L_HUMAN","TAF5L","O75529"
"11040",11040,"sp.P53611.PGTB2_HUMAN","RABGGTB","P53611"
"11041",11041,"sp.Q9UK58.CCNL1_HUMAN","CCNL1","Q9UK58"
"11042",11042,"sp.Q96S94.CCNL2_HUMAN","CCNL2","Q96S94"
"11043",11043,"sp.O14793.GDF8_HUMAN","MSTN","O14793"
"11044",11044,"sp.O14733.3.MP2K7_HUMAN","MAP2K7","O14733-3"
"11045",11045,"sp.Q8NEF3.2.CC112_HUMAN","CCDC112","Q8NEF3-2"
"11046",11046,"sp.Q9NZM5.GSCR2_HUMAN","GLTSCR2","Q9NZM5"
"11047",11047,"sp.Q9NW38.2.FANCL_HUMAN","FANCL","Q9NW38-2"
"11048",11048,"tr.E7EQ69.E7EQ69_HUMAN","NAA50","E7EQ69"
"11049",11049,"sp.Q8WVF1.OSCP1_HUMAN","OSCP1","Q8WVF1"
"11050",11050,"sp.P26045.PTN3_HUMAN","PTPN3","P26045"
"11051",11051,"sp.Q99685.MGLL_HUMAN","MGLL","Q99685"
"11052",11052,"sp.Q9NUJ3.T11L1_HUMAN","TCP11L1","Q9NUJ3"
"11053",11053,"sp.Q5BKZ1.ZN326_HUMAN","ZNF326","Q5BKZ1"
"11054",11054,"sp.Q13275.SEM3F_HUMAN","SEMA3F","Q13275"
"11055",11055,"sp.P55899.FCGRN_HUMAN","FCGRT","P55899"
"11056",11056,"sp.Q15185.TEBP_HUMAN","PTGES3","Q15185"
"11057",11057,"sp.P00156.CYB_HUMAN","MT-CYB","P00156"
"11058",11058,"sp.Q8TBP6.S2540_HUMAN","SLC25A40","Q8TBP6"
"11059",11059,"sp.P42261.6.GRIA1_HUMAN","GRIA1","P42261-6"
"11060",11060,"sp.Q9BSB4.ATGA1_HUMAN","ATG101","Q9BSB4"
"11061",11061,"sp.Q13433.S39A6_HUMAN","SLC39A6","Q13433"
"11062",11062,"sp.Q8IV76.PASD1_HUMAN","PASD1","Q8IV76"
"11063",11063,"sp.Q8TAD7.OCC1_HUMAN","OCC1","Q8TAD7"
"11064",11064,"sp.Q9Y333.LSM2_HUMAN","LSM2","Q9Y333"
"11065",11065,"sp.Q9BVM2.DPCD_HUMAN","DPCD","Q9BVM2"
"11066",11066,"sp.Q4LDG9.DNAL1_HUMAN","DNAL1","Q4LDG9"
"11067",11067,"sp.Q9P2C4.TM181_HUMAN","TMEM181","Q9P2C4"
"11068",11068,"sp.P50238.CRIP1_HUMAN","CRIP1","P50238"
"11069",11069,"sp.Q8WWZ7.ABCA5_HUMAN","ABCA5","Q8WWZ7"
"11070",11070,"sp.Q8WUJ1.NEUFC_HUMAN","CYB5D2","Q8WUJ1"
"11071",11071,"sp.Q53HV7.SMUG1_HUMAN","SMUG1","Q53HV7"
"11072",11072,"sp.P51589.CP2J2_HUMAN","CYP2J2","P51589"
"11073",11073,"sp.Q8N7W2.BEND7_HUMAN","BEND7","Q8N7W2"
"11074",11074,"sp.Q6P3W2.DJC24_HUMAN","DNAJC24","Q6P3W2"
"11075",11075,"sp.Q5T3F8.TM63B_HUMAN","TMEM63B","Q5T3F8"
"11076",11076,"sp.Q92820.GGH_HUMAN","GGH","Q92820"
"11077",11077,"sp.O43617.TPPC3_HUMAN","TRAPPC3","O43617"
"11078",11078,"tr.B7ZLF7.B7ZLF7_HUMAN","GPR133","B7ZLF7"
"11079",11079,"sp.Q9P015.RM15_HUMAN","MRPL15","Q9P015"
"11080",11080,"sp.Q9P202.WHRN_HUMAN","DFNB31","Q9P202"
"11081",11081,"sp.P31513.FMO3_HUMAN","FMO3","P31513"
"11082",11082,"sp.P31512.FMO4_HUMAN","FMO4","P31512"
"11083",11083,"sp.Q9H3J6.CL065_HUMAN","C12orf65","Q9H3J6"
"11084",11084,"sp.Q9Y5U5.2.TNR18_HUMAN","TNFRSF18","Q9Y5U5-2"
"11085",11085,"sp.P82914.RT15_HUMAN","MRPS15","P82914"
"11086",11086,"sp.Q7Z5G4.GOGA7_HUMAN","GOLGA7","Q7Z5G4"
"11087",11087,"sp.Q2TAP0.GOG7B_HUMAN","GOLGA7B","Q2TAP0"
"11088",11088,"sp.P83876.TXN4A_HUMAN","TXNL4A","P83876"
"11089",11089,"sp.P58546.MTPN_HUMAN","MTPN","P58546"
"11090",11090,"sp.Q15306.IRF4_HUMAN","IRF4","Q15306"
"11091",11091,"sp.Q8WUN7.UBTD2_HUMAN","UBTD2","Q8WUN7"
"11092",11092,"sp.Q9HAC8.UBTD1_HUMAN","UBTD1","Q9HAC8"
"11093",11093,"sp.P52799.EFNB2_HUMAN","EFNB2","P52799"
"11094",11094,"sp.O75934.SPF27_HUMAN","BCAS2","O75934"
"11095",11095,"sp.Q15544.TAF11_HUMAN","TAF11","Q15544"
"11096",11096,"sp.Q6AI12.ANR40_HUMAN","ANKRD40","Q6AI12"
"11097",11097,"sp.Q49AM3.TTC31_HUMAN","TTC31","Q49AM3"
"11098",11098,"sp.Q5VV17.OTUD1_HUMAN","OTUD1","Q5VV17"
"11099",11099,"sp.Q9NR82.3.KCNQ5_HUMAN","KCNQ5","Q9NR82-3"
"11100",11100,"sp.Q9UKZ1.CNO11_HUMAN","CNOT11","Q9UKZ1"
"11101",11101,"sp.Q9BU61.NDUF3_HUMAN","NDUFAF3","Q9BU61"
"11102",11102,"sp.O00255.MEN1_HUMAN","MEN1","O00255"
"11103",11103,"sp.O95816.BAG2_HUMAN","BAG2","O95816"
"11104",11104,"sp.P08493.2.MGP_HUMAN","MGP","P08493-2"
"11105",11105,"sp.Q9BWG4.SSBP4_HUMAN","SSBP4","Q9BWG4"
"11106",11106,"sp.Q9BWW4.SSBP3_HUMAN","SSBP3","Q9BWW4"
"11107",11107,"sp.P81877.SSBP2_HUMAN","SSBP2","P81877"
"11108",11108,"sp.Q86UN3.R4RL2_HUMAN","RTN4RL2","Q86UN3"
"11109",11109,"sp.Q9UN76.S6A14_HUMAN","SLC6A14","Q9UN76"
"11110",11110,"sp.Q8IUR0.TPPC5_HUMAN","TRAPPC5","Q8IUR0"
"11111",11111,"sp.Q96J88.2.ESIP1_HUMAN","EPSTI1","Q96J88-2"
"11112",11112,"sp.Q99969.RARR2_HUMAN","RARRES2","Q99969"
"11113",11113,"sp.P54274.TERF1_HUMAN","TERF1","P54274"
"11114",11114,"sp.Q6UWP8.SBSN_HUMAN","SBSN","Q6UWP8"
"11115",11115,"sp.O75586.MED6_HUMAN","MED6","O75586"
"11116",11116,"sp.Q9H9R9.3.DBND1_HUMAN","DBNDD1","Q9H9R9-3"
"11117",11117,"sp.Q7Z422.SZRD1_HUMAN","SZRD1","Q7Z422"
"11118",11118,"sp.Q9BQC6.RT63_HUMAN","MRP63","Q9BQC6"
"11119",11119,"sp.Q5JVL4.EFHC1_HUMAN","EFHC1","Q5JVL4"
"11120",11120,"sp.O15162.PLS1_HUMAN","PLSCR1","O15162"
"11121",11121,"tr.H3BPK4.H3BPK4_HUMAN","MYLPF","H3BPK4"
"11122",11122,"sp.P16442.BGAT_HUMAN","ABO","P16442"
"11123",11123,"sp.Q6E0U4.2.DMKN_HUMAN","DMKN","Q6E0U4-2"
"11124",11124,"tr.C9J621.C9J621_HUMAN","SMTNL1","C9J621"
"11125",11125,"sp.Q9Y4I5.MTL5_HUMAN","MTL5","Q9Y4I5"
"11126",11126,"sp.Q9Y3D2.MSRB2_HUMAN","MSRB2","Q9Y3D2"
"11127",11127,"sp.Q9Y2B9.IPKG_HUMAN","PKIG","Q9Y2B9"
"11128",11128,"sp.Q9P0P8.CF203_HUMAN","C6orf203","Q9P0P8"
"11129",11129,"sp.O75880.SCO1_HUMAN","SCO1","O75880"
"11130",11130,"sp.P63172.DYLT1_HUMAN","DYNLT1","P63172"
"11131",11131,"sp.P78537.BL1S1_HUMAN","BLOC1S1","P78537"
"11132",11132,"sp.P15169.CBPN_HUMAN","CPN1","P15169"
"11133",11133,"sp.Q96MH6.TMM68_HUMAN","TMEM68","Q96MH6"
"11134",11134,"sp.O00400.ACATN_HUMAN","SLC33A1","O00400"
"11135",11135,"sp.Q9UQ53.MGT4B_HUMAN","MGAT4B","Q9UQ53"
"11136",11136,"sp.Q9P2K6.KLH42_HUMAN","KLHL42","Q9P2K6"
"11137",11137,"sp.Q9NRY6.PLS3_HUMAN","PLSCR3","Q9NRY6"
"11138",11138,"sp.A6NI56.CC154_HUMAN","CCDC154","A6NI56"
"11139",11139,"sp.Q9Y289.SC5A6_HUMAN","SLC5A6","Q9Y289"
"11140",11140,"sp.Q9Y3B1.SLMO2_HUMAN","SLMO2","Q9Y3B1"
"11141",11141,"sp.Q96LT9.RBM40_HUMAN","RNPC3","Q96LT9"
"11142",11142,"tr.H0YEB8.H0YEB8_HUMAN","RNPC3","H0YEB8"
"11143",11143,"sp.Q9NSC7.SIA7A_HUMAN","ST6GALNAC1","Q9NSC7"
"11144",11144,"sp.P62750.RL23A_HUMAN","RPL23A","P62750"
"11145",11145,"sp.Q9NWT8.AKIP_HUMAN","AURKAIP1","Q9NWT8"
"11146",11146,"sp.Q9NXW9.ALKB4_HUMAN","ALKBH4","Q9NXW9"
"11147",11147,"sp.Q9Y5S9.RBM8A_HUMAN","RBM8A","Q9Y5S9"
"11148",11148,"sp.Q7Z7F7.2.RM55_HUMAN","MRPL55","Q7Z7F7-2"
"11149",11149,"sp.Q8N0X2.SPG16_HUMAN","SPAG16","Q8N0X2"
"11150",11150,"sp.Q99592.2.ZBT18_HUMAN","ZBTB18","Q99592-2"
"11151",11151,"sp.Q9GZY6.NTAL_HUMAN","LAT2","Q9GZY6"
"11152",11152,"sp.Q86VZ5.SMS1_HUMAN","SGMS1","Q86VZ5"
"11153",11153,"sp.Q8TD10.MIPO1_HUMAN","MIPOL1","Q8TD10"
"11154",11154,"sp.P41218.MNDA_HUMAN","MNDA","P41218"
"11155",11155,"sp.Q9BYZ8.REG4_HUMAN","REG4","Q9BYZ8"
"11156",11156,"sp.Q9NQZ3.DAZ1_HUMAN","DAZ1","Q9NQZ3"
"11157",11157,"sp.Q9ULZ2.STAP1_HUMAN","STAP1","Q9ULZ2"
"11158",11158,"sp.P15391.CD19_HUMAN","CD19","P15391"
"11159",11159,"sp.O15235.RT12_HUMAN","MRPS12","O15235"
"11160",11160,"sp.Q92681.RSCA1_HUMAN","RSC1A1","Q92681"
"11161",11161,"sp.P36954.RPB9_HUMAN","POLR2I","P36954"
"11162",11162,"sp.Q92963.3.RIT1_HUMAN","RIT1","Q92963-3"
"11163",11163,"sp.Q9BUX1.CHAC1_HUMAN","CHAC1","Q9BUX1"
"11164",11164,"sp.P51956.NEK3_HUMAN","NEK3","P51956"
"11165",11165,"sp.Q14894.CRYM_HUMAN","CRYM","Q14894"
"11166",11166,"sp.Q9Y6N9.USH1C_HUMAN","USH1C","Q9Y6N9"
"11167",11167,"sp.Q8TD22.SFXN5_HUMAN","SFXN5","Q8TD22"
"11168",11168,"sp.Q6ZSR9.YJ005_HUMAN",NA,"Q6ZSR9"
"11169",11169,"sp.Q9BSY9.DESI2_HUMAN","DESI2","Q9BSY9"
"11170",11170,"sp.Q969W1.ZDH16_HUMAN","ZDHHC16","Q969W1"
"11171",11171,"sp.Q9NSG2.CA112_HUMAN","C1orf112","Q9NSG2"
"11172",11172,"sp.Q9Y2B5.VP9D1_HUMAN","VPS9D1","Q9Y2B5"
"11173",11173,"sp.Q5M7Z0.RNFT1_HUMAN","RNFT1","Q5M7Z0"
"11174",11174,"sp.Q8N370.3.LAT4_HUMAN","SLC43A2","Q8N370-3"
"11175",11175,"sp.Q96H12.MSD3_HUMAN","MSANTD3","Q96H12"
"11176",11176,"tr.A8MSY1.A8MSY1_HUMAN","TMEM110-MUSTN1","A8MSY1"
"11177",11177,"sp.P82663.RT25_HUMAN","MRPS25","P82663"
"11178",11178,"sp.Q8NC67.NETO2_HUMAN","NETO2","Q8NC67"
"11179",11179,"sp.O43920.NDUS5_HUMAN","NDUFS5","O43920"
"11180",11180,"sp.O14519.CDKA1_HUMAN","CDK2AP1","O14519"
"11181",11181,"sp.Q5TAT6.CODA1_HUMAN","COL13A1","Q5TAT6"
"11182",11182,"sp.Q9NWU2.GID8_HUMAN","GID8","Q9NWU2"
"11183",11183,"sp.O43347.MSI1H_HUMAN","MSI1","O43347"
"11184",11184,"tr.B4DHE8.B4DHE8_HUMAN","MSI2","B4DHE8"
"11185",11185,"sp.Q96BW1.UPP_HUMAN","UPRT","Q96BW1"
"11186",11186,"sp.Q9BZD6.TMG4_HUMAN","PRRG4","Q9BZD6"
"11187",11187,"sp.Q8TA86.RP9_HUMAN","RP9","Q8TA86"
"11188",11188,"sp.Q99467.CD180_HUMAN","CD180","Q99467"
"11189",11189,"sp.Q9BUN5.CC28B_HUMAN","CCDC28B","Q9BUN5"
"11190",11190,"sp.P11441.UBL4A_HUMAN","UBL4A","P11441"
"11191",11191,"sp.Q8N5V2.NGEF_HUMAN","NGEF","Q8N5V2"
"11192",11192,"sp.P26842.CD27_HUMAN","CD27","P26842"
"11193",11193,"sp.P25208.NFYB_HUMAN","NFYB","P25208"
"11194",11194,"sp.P19237.TNNI1_HUMAN","TNNI1","P19237"
"11195",11195,"sp.Q04771.ACVR1_HUMAN","ACVR1","Q04771"
"11196",11196,"sp.Q68DD2.3.PA24F_HUMAN","PLA2G4F","Q68DD2-3"
"11197",11197,"sp.O14595.CTDS2_HUMAN","CTDSP2","O14595"
"11198",11198,"sp.P51884.LUM_HUMAN","LUM","P51884"
"11199",11199,"sp.O43181.NDUS4_HUMAN","NDUFS4","O43181"
"11200",11200,"sp.Q9NSP4.CENPM_HUMAN","CENPM","Q9NSP4"
"11201",11201,"sp.P15090.FABP4_HUMAN","FABP4","P15090"
"11202",11202,"sp.P05413.FABPH_HUMAN","FABP3","P05413"
"11203",11203,"sp.P02689.MYP2_HUMAN","PMP2","P02689"
"11204",11204,"sp.Q5DX21.IGS11_HUMAN","IGSF11","Q5DX21"
"11205",11205,"sp.Q6P4F2.ADXL_HUMAN","FDX1L","Q6P4F2"
"11206",11206,"sp.Q96GT9.XAGE2_HUMAN","XAGE2","Q96GT9"
"11207",11207,"sp.Q96RQ1.ERGI2_HUMAN","ERGIC2","Q96RQ1"
"11208",11208,"sp.P50591.TNF10_HUMAN","TNFSF10","P50591"
"11209",11209,"sp.Q9H2X8.I27L2_HUMAN","IFI27L2","Q9H2X8"
"11210",11210,"sp.Q9NYY3.PLK2_HUMAN","PLK2","Q9NYY3"
"11211",11211,"sp.P23327.SRCH_HUMAN","HRC","P23327"
"11212",11212,"sp.Q13291.SLAF1_HUMAN","SLAMF1","Q13291"
"11213",11213,"sp.Q96A26.F162A_HUMAN","FAM162A","Q96A26"
"11214",11214,"sp.Q14116.IL18_HUMAN","IL18","Q14116"
"11215",11215,"sp.Q96MC5.CP045_HUMAN","C16orf45","Q96MC5"
"11216",11216,"sp.Q6Q759.SPG17_HUMAN","SPAG17","Q6Q759"
"11217",11217,"sp.Q92956.TNR14_HUMAN","TNFRSF14","Q92956"
"11218",11218,"sp.O15121.DEGS1_HUMAN","DEGS1","O15121"
"11219",11219,"sp.Q9Y251.HPSE_HUMAN","HPSE","Q9Y251"
"11220",11220,"sp.Q13094.LCP2_HUMAN","LCP2","Q13094"
"11221",11221,"sp.P49789.FHIT_HUMAN","FHIT","P49789"
"11222",11222,"sp.P51813.BMX_HUMAN","BMX","P51813"
"11223",11223,"sp.Q53FA7.QORX_HUMAN","TP53I3","Q53FA7"
"11224",11224,"sp.Q969G6.RIFK_HUMAN","RFK","Q969G6"
"11225",11225,"sp.Q96CG3.TIFA_HUMAN","TIFA","Q96CG3"
"11226",11226,"sp.Q96GJ1.TRM2_HUMAN","TRMT2B","Q96GJ1"
"11227",11227,"sp.Q5U3C3.TM164_HUMAN","TMEM164","Q5U3C3"
"11228",11228,"sp.Q99469.STAC_HUMAN","STAC","Q99469"
"11229",11229,"sp.P05162.LEG2_HUMAN","LGALS2","P05162"
"11230",11230,"sp.Q9Y605.MOFA1_HUMAN","MRFAP1","Q9Y605"
"11231",11231,"sp.Q5H8C1.FREM1_HUMAN","FREM1","Q5H8C1"
"11232",11232,"sp.Q96MD7.1.CI085_HUMAN","C9orf85","Q96MD7-1"
"11233",11233,"sp.P80188.NGAL_HUMAN","LCN2","P80188"
"11234",11234,"sp.Q9BXP8.PAPP2_HUMAN","PAPPA2","Q9BXP8"
"11235",11235,"sp.Q2V2M9.4.FHOD3_HUMAN","FHOD3","Q2V2M9-4"
"11236",11236,"sp.Q9UK76.HN1_HUMAN","HN1","Q9UK76"
"11237",11237,"sp.Q86WW8.COA5_HUMAN","COA5","Q86WW8"
"11238",11238,"sp.Q7Z6M4.MTER2_HUMAN","MTERFD2","Q7Z6M4"
"11239",11239,"sp.Q9GZV4.IF5A2_HUMAN","EIF5A2","Q9GZV4"
"11240",11240,"sp.P63241.2.IF5A1_HUMAN","EIF5A","P63241-2"
"11241",11241,"sp.Q8N3J2.METL4_HUMAN","METTL4","Q8N3J2"
"11242",11242,"sp.Q9NV35.NUD15_HUMAN","NUDT15","Q9NV35"
"11243",11243,"sp.Q9ULC3.RAB23_HUMAN","RAB23","Q9ULC3"
"11244",11244,"sp.P05114.HMGN1_HUMAN","HMGN1","P05114"
"11245",11245,"sp.Q8N7Z5.ANR31_HUMAN","ANKRD31","Q8N7Z5"
"11246",11246,"sp.Q6UWP7.LCLT1_HUMAN","LCLAT1","Q6UWP7"
"11247",11247,"sp.Q8WVF5.KCTD4_HUMAN","KCTD4","Q8WVF5"
"11248",11248,"sp.Q96D70.R3HD4_HUMAN","R3HDM4","Q96D70"
"11249",11249,"sp.Q68CQ7.GL8D1_HUMAN","GLT8D1","Q68CQ7"
"11250",11250,"sp.Q96BA8.CR3L1_HUMAN","CREB3L1","Q96BA8"
